Rows	baseMean	baseSD	AvExpInCluster	AvExpInOtherClusters	foldChange	log2FoldChange	pval	padj	clusters	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
PTPRE	0.1023837072	0.3792443381	0.3081887438	0.0672596477	4.582074906	2.1960010435	1.27E-11	2.94E-08	7	PTPRE	0.0409584063	0.0127272197	0.0405323507	0.154292574	0.1610102939	0.0406589142	0.3081887438
RAB34	0.0471031209	0.3867866592	0.1415715224	0.0309805137	4.5696957661	2.192098119	1.80E-06	0.0039708176	7	RAB34	0.0181081379	0.0155565317	0.02163371	0.0779461763	0.0644648867	0.0085979455	0.1415715224
CYBB.1	0.1282965454	0.4327837389	0.3816123184	0.0850639868	4.4861795537	2.1654873636	2.01E-13	4.71E-10	7	CYBB	0.020688198	0.1442909997	0.0224816678	0.3464329675	0.0246980189	0.0342779431	0.3816123184
NCF4	0.0710016075	0.3154358228	0.2106691705	0.0471650101	4.4666410557	2.1591903227	9.33E-08	0.0002097147	7	NCF4	0.0157068073	0.1507960997	0.033083414	0.0933223126	0.0076884386	0.0097353781	0.2106691705
CDKN1A.1	0.0777115152	0.3514488657	0.2298249879	0.0517508158	4.440992558	2.1508821537	8.56E-07	0.0018960626	7	CDKN1A	0.0259307358	0.0387497971	0.0199120901	0.1935133604	0.04023677	0.0312152707	0.2298249879
IFNGR2.1	0.2021899839	0.7479392735	0.5978364847	0.1346663145	4.439391448	2.1503619254	7.35E-08	0.0001651933	7	IFNGR2	0.0531541814	0.2406732139	0.0876099662	0.4497549668	0.040305948	0.034991833	0.5978364847
SPI1.1	0.4121511894	1.1690218022	1.211871645	0.275665565	4.3961662208	2.1362459362	3.99E-15	9.40E-12	7	SPI1	0.0166683893	0.1879306674	0.0340662579	1.707900654	0.0731279622	0.0201425477	1.211871645
TSPO	0.9448674422	1.4483531858	2.7751362341	0.6325015684	4.3875562888	2.1334176341	7.24E-55	1.77E-51	7	TSPO	0.4897840067	0.35554233	0.5952927075	1.5594543655	0.5398233722	0.5157715595	2.7751362341
SCO2.1	0.1590683321	0.4713021731	0.4664953785	0.1066007829	4.3760971148	2.1296447549	1.70E-16	4.03E-13	7	SCO2	0.0651289943	0.0630307356	0.0507056102	0.3519770064	0.1206536727	0.0528631355	0.4664953785
AIF1.1	1.9338037474	3.8866140027	5.6702066668	1.2961243159	4.374739828	2.1291972204	9.31E-56	2.27E-52	7	AIF1	0.3456127515	0.1060454514	0.3115012882	8.2669334988	0.1329853434	0.1627978413	5.6702066668
FHL3	0.050819108	0.2608827783	0.1487986062	0.0340972737	4.3639443889	2.1256327171	6.70E-07	0.0014847687	7	FHL3	0.007243038	0.0177648448	0.0157237743	0.0511456037	0.1269121276	0.0286824486	0.1487986062
APLP2	0.2240522224	0.6076242912	0.6547720263	0.1505427092	4.3494104067	2.1208198467	9.16E-20	2.19E-16	7	APLP2	0.0428946867	0.3039188498	0.0903051898	0.3770724516	0.1460291538	0.0746150426	0.6547720263
SERPINA1.1	0.5347734315	1.2909416818	1.5541228037	0.3608044719	4.3073823208	2.106811382	1.18E-25	2.83E-22	7	SERPINA1	0.0814533949	0.0842087317	0.0615100103	2.2195169646	0.0814367678	0.0823421006	1.5541228037
CTSS.1	1.8430874155	3.4750084718	5.3323044454	1.2475943758	4.2740689995	2.0956101987	1.17E-64	2.86E-61	7	CTSS	0.4460713963	0.9863627637	0.4482437999	5.8033290404	0.5398267087	0.450487315	5.3323044454
MBOAT7	0.0594677883	0.339291454	0.1711507186	0.0404072349	4.235645402	2.0825818154	2.07E-07	0.0004627076	7	MBOAT7	0.0265511646	0.0121132037	0.0451349596	0.1360354973	0.0092108229	0.0404036327	0.1711507186
SNORD3B.1	0.0385158894	0.2322001424	0.1108118003	0.0261773873	4.2331115391	2.081718503	3.74E-05	0.0796302607	7	SNORD3B.1	0.0190846728	0.0286606158	0.0132625276	0.0469894076	0.0210449736	0.0387813986	0.1108118003
MIR24.2	0.1402704839	0.486885463	0.4016687675	0.0956585102	4.198986236	2.0700410591	6.60E-11	1.52E-07	7	MIR24.2	0.0445312581	0.069516765	0.0847520154	0.2572808339	0.1209042742	0.0793617352	0.4016687675
NPC2.1	1.0362839496	2.285147777	2.9632212616	0.7074199817	4.1887723535	2.0665274804	8.63E-23	2.07E-19	7	NPC2	0.2885582769	0.5665405015	0.2890196302	3.1641416422	0.2962844782	0.2597475793	2.9632212616
C4orf48.1	0.1909721497	0.519498554	0.5457492272	0.1304235284	4.1844384499	2.0650340266	2.01E-17	4.77E-14	7	C4orf48	0.0762977478	0.0750624554	0.1049721691	0.3892141298	0.1070849823	0.1219291923	0.5457492272
LILRA2.1	0.0421657425	0.2274843139	0.1199022201	0.028898717	4.1490499346	2.0527810204	1.15E-05	0.0247756927	7	LILRA2	0.0021611029	0.0203111243	0.0017709334	0.1704558454	0.0073322293	0.0116517342	0.1199022201
C15orf39.1	0.0532180788	0.2468168828	0.1500590913	0.0366905461	4.0898571254	2.0320504451	1.28E-06	0.0028231417	7	C15orf39	0.0242254413	0.0152601304	0.0201666175	0.1244513598	0.034045176	0.0231574669	0.1500590913
UBR4	0.0613818693	0.3052248491	0.172165963	0.0424747173	4.0533751335	2.0191237007	1.21E-05	0.026176495	7	UBR4	0.0225689192	0.0310879245	0.0570552592	0.0493017997	0.0569972508	0.0741476369	0.172165963
LY86.1	0.3020351337	0.8798429857	0.8455887372	0.209268652	4.0406851622	2.0145999455	6.99E-13	1.63E-09	7	LY86	0.0216490895	0.8410199132	0.0243078959	0.5072086921	0.0068888283	0.0104251292	0.8455887372
ZNF385A.1	0.0464055021	0.2258256362	0.1297356994	0.0321838151	4.0310851594	2.0111682614	3.52E-06	0.0077040846	7	ZNF385A	0.0102034279	0.0204796935	0.0091433424	0.1742612195	0	0.0125489979	0.1297356994
ATP6V0B.1	0.5481025013	1.473151466	1.5265398566	0.3811158593	4.0054482631	2.0019637085	4.46E-11	1.03E-07	7	ATP6V0B	0.1948470305	0.39298073	0.2646314851	1.0225628097	0.4452385157	0.2366495913	1.5265398566
GRINA	0.1108795739	0.4494482824	0.3085698572	0.0771404323	4.0001053682	2.000038003	1.40E-11	3.23E-08	7	GRINA	0.0488796993	0.0570123287	0.018038745	0.2769332247	0.0713005944	0.0311300245	0.3085698572
MSRB2	0.0663114054	0.2993727586	0.1840018384	0.0462255715	3.9805205696	1.9929571177	2.09E-06	0.0045993879	7	MSRB2	0.0411821412	0.0168962529	0.0279585047	0.1262611952	0.0340275847	0.0426553457	0.1840018384
S100A6.1	4.0417535774	5.0283068955	11.1988350371	2.8202783416	3.970826167	1.9894392046	6.25E-114	1.53E-110	7	S100A6	1.7500668351	0.6526201207	2.1888125647	8.6139511759	2.6792897767	3.0663653774	11.1988350371
KIAA0930.1	0.0404847945	0.2698944105	0.1120040049	0.0282788492	3.9606988227	1.9857550008	9.97E-06	0.0215784022	7	KIAA0930	0.0125775483	0.0390263011	0.0078265342	0.1144594493	0.0085557081	0.0070200151	0.1120040049
PAK1.1	0.0506172502	0.2469313473	0.1396024823	0.0354304372	3.9401851422	1.9782634209	1.02E-05	0.0221268268	7	PAK1	0.0154726569	0.0230031094	0.0146386031	0.1653810066	0.0186368067	0.0052639602	0.1396024823
NUDT16.1	0.085483842	0.3560230855	0.2350933863	0.0599504797	3.9214596341	1.97139075	1.04E-06	0.0022896838	7	NUDT16	0.0159313466	0.0172769347	0.0297747692	0.2458403298	0.084625198	0.0388693903	0.2350933863
PLIN3	0.0643400298	0.2917417494	0.1757857807	0.045319955	3.8787721764	1.9556000402	4.97E-07	0.0011038712	7	PLIN3	0.0325308365	0.0337511168	0.0328021032	0.1148399884	0.016570843	0.0641086738	0.1757857807
NCF1.1	0.26412238	0.8098147817	0.7213620837	0.1860868039	3.8764816669	1.954747842	1.62E-11	3.74E-08	7	NCF1	0.081437116	0.7343381372	0.0952837901	0.1777934495	0.0151934931	0.0652677543	0.7213620837
FBP1.1	0.0683959899	0.3097099179	0.186372629	0.0482613101	3.86173994	1.9492510126	1.02E-07	0.0002290792	7	FBP1	0.0332144682	0.0339847745	0.0067978671	0.181689505	0.038899793	0.0159428402	0.186372629
CD300LF.1	0.0596434655	0.2871642329	0.1621525301	0.0421485852	3.8471642487	1.9437954246	2.58E-05	0.0552538589	7	CD300LF	0.0039644108	0.0097699414	0.0127884504	0.2673880667	0.0085039704	0.0117314087	0.1621525301
GCA	0.1861769929	0.863163604	0.5056838353	0.1316478251	3.8411863998	1.9415519747	4.79E-14	1.12E-10	7	GCA	0.0623253927	0.1984353136	0.1211424241	0.423019319	0.0432409492	0.0302800651	0.5056838353
SGK1	0.0499599125	0.3623255019	0.134819576	0.0354771966	3.8001755712	1.9260660738	1.07E-05	0.0230576206	7	SGK1	0.0194760716	0.0218553829	0.014639856	0.1473564492	0.0099056482	0.0249650742	0.134819576
CPPED1.1	0.12264513	0.4668663749	0.3297375205	0.087301362	3.7770031641	1.9172419924	9.92E-11	2.28E-07	7	CPPED1	0.0214588074	0.0196392484	0.0280766927	0.476181597	0.0489329943	0.0367435554	0.3297375205
CYSTM1	0.0566898047	0.2658618687	0.1521029631	0.040405959	3.7643695838	1.9124082781	1.28E-05	0.0275756191	7	CYSTM1	0.018141021	0.0370017589	0.0311059596	0.1238737431	0.0118629502	0.0564949883	0.1521029631
CTSD.1	0.3653881277	0.7910654922	0.9803520554	0.2604342841	3.7642972352	1.9123805502	8.00E-26	1.92E-22	7	CTSD	0.1434315301	0.0608150419	0.1564664434	0.546291162	0.7026338917	0.1546231755	0.9803520554
CAPG.1	0.3285549583	0.7613321242	0.8806792076	0.2343257531	3.7583543248	1.9101010855	1.84E-27	4.43E-24	7	CAPG	0.1323948496	0.4090641689	0.1988664694	0.6122765324	0.0726732583	0.0971514394	0.8806792076
RHOB.1	0.1678107113	0.5778662805	0.4495868958	0.1197209091	3.7552913606	1.908924846	2.39E-08	5.40E-05	7	RHOB	0.0456614884	0.0848152232	0.054646879	0.510660971	0.0824908442	0.0527457156	0.4495868958
PYCARD.1	0.7486968293	2.1002485996	2.0010365332	0.5349641865	3.7405055959	1.9032332892	3.67E-34	8.86E-31	7	PYCARD	0.1760055753	0.4598847361	0.2363630044	2.022431055	0.586190758	0.2627974663	2.0010365332
GABARAP.1	1.0217777001	1.441671492	2.7294384408	0.7303369337	3.7372318379	1.9019700636	1.19E-62	2.90E-59	7	GABARAP	0.4190313267	0.632863155	0.4342836015	2.3622936998	0.5885128037	0.4053729258	2.7294384408
LST1.1	1.8655546347	4.0730391623	4.9672466267	1.3361992014	3.7174446904	1.8943112775	6.22E-52	1.51E-48	7	LST1	0.1566343071	0.1787545788	0.2219954203	8.9594391279	0.1309690814	0.2668915127	4.9672466267
ROGDI	0.044430067	0.2251532166	0.1181505519	0.0318484376	3.7097754511	1.8913318647	7.77E-06	0.0168740615	7	ROGDI	0.0214291659	0.0069520232	0.0144350155	0.0943906649	0.0250976807	0.0496504579	0.1181505519
TALDO1	0.7778266758	4.1411754411	2.0645919729	0.5582187317	3.6985358169	1.886954247	4.77E-09	1.08E-05	7	TALDO1	0.2696126275	0.3307653817	0.7603445655	1.8074475543	0.4198093107	0.2416647296	2.0645919729
FTH1.1	19.8031007526	27.2804345482	52.4796129211	14.2263093425	3.6889126799	1.8831956394	3.43E-88	8.41E-85	7	FTH1	6.2164320603	7.5734505904	7.20946331	64.5239681189	6.1056551169	6.3944680423	52.4796129211
PDXK.1	0.0701983703	0.3064496431	0.1854990754	0.0505203833	3.6717669811	1.8764745049	3.44E-06	0.0075359639	7	PDXK	0.0318090057	0.0398836321	0.034451943	0.1471562562	0.0405874506	0.0384095597	0.1854990754
RAC1.1	0.8828353397	1.6023524334	2.3064065891	0.6398791798	3.6044407475	1.8497754333	1.11E-39	2.70E-36	7	RAC1	0.3630292551	0.3629100013	0.4694383523	1.8769031439	0.8592181354	0.3557436434	2.3064065891
SLC31A2.1	0.1031411297	0.5724559261	0.2685361621	0.0749137108	3.5846063311	1.8418146879	3.62E-09	8.24E-06	7	SLC31A2	0.015695878	0.0093478899	0.0100633109	0.4650277824	0.0323120834	0.0123097031	0.2685361621
CNPY3	0.4144571152	1.4125551967	1.0781466652	0.301187432	3.5796535668	1.8398199725	5.51E-06	0.0120213913	7	CNPY3	0.1809930301	0.3320462259	0.2069127996	0.6801325244	0.3273421062	0.2520884681	1.0781466652
KYNU.1	0.0520213188	0.2560416459	0.1350087417	0.037858132	3.5661754756	1.8343776933	2.61E-06	0.0057194217	7	KYNU	0.0066668427	0.0827757684	0.0078977386	0.1473787558	0.0098613589	0.0094188096	0.1350087417
TBXAS1.1	0.1341179654	0.4926794362	0.3474422858	0.0977106147	3.5558294955	1.8301861476	4.54E-11	1.05E-07	7	TBXAS1	0.0257564377	0.0336272946	0.0391527697	0.4736711088	0.113177995	0.0144429743	0.3474422858
UBXN11	0.0848787757	0.3371325082	0.2196881348	0.0618713117	3.5507269656	1.8281144281	3.25E-07	0.0007244429	7	UBXN11	0.052866319	0.0396277319	0.0393992507	0.1517330042	0.026711826	0.0787859738	0.2196881348
STX11	0.1907618008	1.1179897429	0.4933370866	0.1391222853	3.5460680186	1.8262202094	1.64E-12	3.82E-09	7	STX11	0.0256795157	0.0166907425	0.0135110101	0.7720601575	0.1041810377	0.0895531607	0.4933370866
BNIP3L	0.2043385971	0.5435139986	0.5256133396	0.1495077077	3.5156270377	1.8137820274	3.62E-14	8.51E-11	7	BNIP3L	0.1523976514	0.1508470346	0.1447205242	0.229015565	0.1343496124	0.0751902452	0.5256133396
CD4.1	0.129593924	0.5128532438	0.3315153894	0.0951326605	3.4847694521	1.8010632124	2.93E-05	0.0625212649	7	CD4	0.0965498363	0.0181847414	0.1554672964	0.2424840129	0.0160235027	0.0545136171	0.3315153894
SYK.1	0.0882900103	0.3499031731	0.2254369022	0.0648836075	3.4744816291	1.7967977528	6.84E-08	0.0001538567	7	SYK	0.0166246351	0.1489668062	0.0197900615	0.1739011862	0.0700529001	0.0138098007	0.2254369022
PILRA.1	0.148737406	0.5383727222	0.3794747606	0.1093582309	3.4700155408	1.7949421241	3.09E-12	7.16E-09	7	PILRA	0.0121701935	0.0221341469	0.0102485862	0.7226086494	0.0341719995	0.0082052088	0.3794747606
RGS2.1	0.5055565414	1.1613938351	1.2896947316	0.3717302903	3.4694367536	1.7947014672	1.47E-23	3.54E-20	7	RGS2	0.1451695692	0.276325103	0.1999088409	1.3371305965	0.3069899405	0.3206279784	1.2896947316
IL17RA	0.0560318034	0.3438514141	0.1423066176	0.0413075685	3.445049489	1.7845247077	4.32E-06	0.0094439296	7	IL17RA	0.0218935338	0.0086212864	0.0112568008	0.1739867641	0.0428405144	0.0219148685	0.1423066176
IFI6	0.9017816866	1.7682515394	2.2765847985	0.6671486221	3.4124102533	1.7707911035	2.68E-35	6.48E-32	7	IFI6	0.5142527366	0.2763151235	0.7548422271	1.5840725308	0.5788385082	0.6030341588	2.2765847985
PSAP.1	1.5116590289	2.5987952729	3.8043032268	1.1203810858	3.3955439582	1.7636427094	9.62E-63	2.35E-59	7	PSAP	0.4126006986	0.5769191673	0.7883901137	4.8229540339	0.7845011706	0.4684778834	3.8043032268
AP2S1.1	0.5904502474	1.3832021197	1.4857280718	0.4376561653	3.3947381292	1.763300289	9.47E-26	2.28E-22	7	AP2S1	0.2129557906	0.2176900816	0.2562263976	1.5374813117	0.4740191292	0.2945141334	1.4857280718
FUOM	0.0721042807	0.2950258368	0.1811477429	0.0534941965	3.3863064537	1.7597125401	3.13E-07	0.0006988973	7	FUOM	0.0415647427	0.0456303794	0.0168103965	0.1428323972	0.0511083033	0.0396440135	0.1811477429
SAT1.1	2.5068353216	4.341867342	6.2329534209	1.870911166	3.3315068797	1.7361748728	2.29E-42	5.56E-39	7	SAT1	0.5988539898	1.0872804407	1.0218487483	8.7724781622	0.8077064727	0.9403311833	6.2329534209
PER1	0.0505747833	0.244879204	0.1256779332	0.0377571791	3.3285837599	1.7349084724	3.22E-05	0.0687359481	7	PER1	0.027931423	0.0229634024	0.0316470018	0.0945818497	0.0196151842	0.0481832611	0.1256779332
RAB11FIP1	0.0763029397	0.3233942862	0.1894306693	0.0569958071	3.3235895548	1.7327422281	1.91E-06	0.004190556	7	RAB11FIP1	0.0311315778	0.0691487422	0.0337214273	0.1259980513	0.0741470318	0.0435078134	0.1894306693
DUSP6.1	0.1055341926	0.3815932833	0.2609330955	0.0790127799	3.3024163424	1.7235220153	3.55E-08	8.00E-05	7	DUSP6	0.0325901725	0.0467269912	0.0393508752	0.3457048655	0.0508457432	0.0309649367	0.2609330955
S100A11.1	1.764159877	3.1275103605	4.3527763586	1.3223693308	3.2916495091	1.7188107275	2.37E-54	5.78E-51	7	S100A11	0.6532130624	0.1761074935	0.8531599974	5.537721603	1.1541040141	0.7323002894	4.3527763586
TRAPPC5	0.0538850759	0.2553313365	0.1319294763	0.0405654982	3.2522582531	1.7014418225	4.31E-05	0.0915573675	7	TRAPPC5	0.030323139	0.043563449	0.0199413435	0.0921556538	0.0289204771	0.0428326423	0.1319294763
C20orf24	0.4179723999	0.8919245568	1.011823265	0.3166218523	3.1956836137	1.6761245824	4.65E-17	1.10E-13	7	C20orf24	0.1887535597	0.2064773408	0.2658279149	0.6250815076	0.5020207152	0.327413298	1.011823265
FCER1G.1	1.7676905778	3.4282969626	4.2689261297	1.3408130436	3.1838339804	1.6707651092	1.50E-52	3.65E-49	7	FCER1G	0.0978116203	0.1045548282	0.1025362989	7.3960995902	2.1838854899	0.146135167	4.2689261297
GSN	0.0546707393	0.277998365	0.1306654115	0.0417009819	3.1333893256	1.6477240366	3.47E-05	0.0740248917	7	GSN	0.0111328838	0.0182989767	0.0129724431	0.1280395529	0.1167964619	0.0103606417	0.1306654115
YBX3.1	0.1331033782	0.4543360999	0.3167010434	0.1017693766	3.1119483465	1.637818114	4.81E-09	1.09E-05	7	YBX3	0.0318025432	0.3295419572	0.0436649181	0.1980943653	0.0504448738	0.0163537469	0.3167010434
GLUL.1	0.1406542833	0.458607974	0.3327119697	0.1078764381	3.0841949865	1.624893977	3.76E-09	8.55E-06	7	GLUL	0.0671902463	0.0744904081	0.0719400684	0.3217450867	0.1033464251	0.073033884	0.3327119697
CD83.1	0.0846142565	0.3537422396	0.1993304479	0.0650360265	3.0649235287	1.6158510784	2.39E-05	0.0511568428	7	CD83	0.0203921689	0.1442629266	0.0180333877	0.1846234976	0.0499832145	0.0225601415	0.1993304479
NAGK.1	0.1394042877	0.4364092891	0.3279226393	0.107230489	3.0581100795	1.6126403388	8.57E-09	1.94E-05	7	NAGK	0.0690169124	0.0626865642	0.0747276194	0.3318269865	0.1111177947	0.055534791	0.3279226393
CECR1.1	0.1158891549	0.384930341	0.2722776875	0.0891988453	3.0524799577	1.6099818226	3.09E-09	7.05E-06	7	CECR1	0.0492076695	0.0581835636	0.0778247548	0.2369794126	0.0997862325	0.0795993944	0.2722776875
LRRC25.1	0.1285129488	0.4629571019	0.3012368286	0.09903474	3.0417288784	1.6048915656	2.32E-09	5.30E-06	7	LRRC25	0.0096337259	0.0208654565	0.006173784	0.6696618032	0.0127254006	0.0166246204	0.3012368286
HOTAIRM1.1	0.0679552867	0.3031223328	0.1586666303	0.0524738841	3.0237256703	1.596327256	1.82E-05	0.0391336917	7	HOTAIRM1	0.0200037355	0.0158176484	0.016780552	0.1934095806	0.0959285067	0.0255863168	0.1586666303
COMT	0.1765203473	0.5065553114	0.4120318296	0.1363263876	3.0223923385	1.5956909497	2.46E-10	5.64E-07	7	COMT	0.1047212527	0.0865791227	0.1298856798	0.2722820619	0.210819467	0.0658354841	0.4120318296
STXBP2.1	0.4062428721	0.9419000642	0.947313029	0.313900232	3.0178793528	1.5935351317	6.53E-18	1.55E-14	7	STXBP2	0.1057420126	0.143159519	0.1646884497	1.4152544523	0.1987042197	0.1925342777	0.947313029
PLEKHO1	0.0845002237	0.3437907791	0.1951956561	0.0656082032	2.975171496	1.5729728312	5.78E-07	0.0012833174	7	PLEKHO1	0.0263111514	0.0844440143	0.0617940377	0.1923876744	0.0417666001	0.0431376175	0.1951956561
S100A4.1	6.9696280771	7.5207278854	16.0692297684	5.4166293885	2.966647451	1.5688334907	1.86E-93	4.55E-90	7	S100A4	3.0959875394	0.6991601834	4.7863331716	15.6222479048	6.4159819234	6.3569471742	16.0692297684
HCK.1	0.2050876541	0.5834204997	0.4676562465	0.1602759477	2.9178192561	1.5448905185	4.40E-13	1.03E-09	7	HCK	0.0231157897	0.1083140998	0.0197291655	0.9569217572	0.0124773717	0.0473949217	0.4676562465
ATP6V0D1.1	0.2117685935	0.5664371694	0.4805739048	0.165892487	2.8968997539	1.5345097615	1.71E-12	3.98E-09	7	ATP6V0D1	0.0714202862	0.1266273871	0.106262032	0.4485367045	0.251117792	0.1396779436	0.4805739048
STX10	0.1709753261	0.5538070385	0.3865882407	0.1341773887	2.8811727856	1.5266561824	6.72E-06	0.0146373125	7	STX10	0.1050886614	0.1441219844	0.1334032153	0.2441902409	0.1300475192	0.0884319469	0.3865882407
GLIPR2.1	0.2960168527	0.6831733526	0.6629538211	0.2333929435	2.8405049921	1.5061474385	3.29E-14	7.73E-11	7	GLIPR2	0.1382246477	0.0551295763	0.2168139706	0.3171463646	0.6090118458	0.2422096181	0.6629538211
FGR.1	0.3243306664	0.9400650928	0.7250820751	0.2559357593	2.8330627849	1.5023625744	6.26E-16	1.48E-12	7	FGR	0.0367673881	0.186133992	0.0254231271	0.9830319636	0.568166179	0.0600223594	0.7250820751
VMA21	0.0942166435	0.3457559251	0.2100480408	0.0744480851	2.8214028694	1.4964126837	1.04E-06	0.0022994195	7	VMA21	0.0626507097	0.0612301091	0.0361954234	0.1626202156	0.0891092893	0.0514003665	0.2100480408
JOSD2	0.1044750842	0.3787526612	0.2319496615	0.082719423	2.8040531865	1.4875137142	1.01E-05	0.0218878883	7	JOSD2	0.0563679827	0.0322102075	0.0977091295	0.1570093052	0.1013135325	0.1042055333	0.2319496615
MIDN	0.1227407996	0.4200138725	0.272312613	0.0972138768	2.8011701824	1.4860296356	9.99E-08	0.0002244656	7	MIDN	0.0576552841	0.0682303031	0.0353419531	0.2368021671	0.1638716602	0.0829610454	0.272312613
ATOX1.1	0.1439371501	0.5350777314	0.3172786817	0.1143535287	2.774542118	1.4722497035	2.87E-07	0.0006413298	7	ATOX1	0.0653250599	0.0515147225	0.0910560179	0.3064272643	0.1815469896	0.0730199912	0.3172786817
SOD2.1	0.2886433245	0.7729926891	0.6335336754	0.2297820379	2.7571070447	1.4631552811	1.28E-09	2.92E-06	7	SOD2	0.1384024877	0.1375851507	0.2112565455	0.8021537059	0.0809260279	0.161424368	0.6335336754
LGALS9.1	0.2142670683	0.5471809126	0.4685184425	0.1708748338	2.7418808972	1.4551659042	1.42E-12	3.30E-09	7	LGALS9	0.0733826891	0.1639390873	0.1256966623	0.5854685394	0.1473725251	0.0726539861	0.4685184425
GLRX	0.5913153658	1.2543541572	1.2901783679	0.4720427467	2.7331812147	1.4505811162	2.28E-10	5.22E-07	7	GLRX	0.3465575081	0.1838133584	0.4807096362	0.9083726127	0.7022306467	0.4556247287	1.2901783679
GNAI2	0.3130841125	1.1078770648	0.6809520353	0.2503013204	2.7205291378	1.4438872802	3.99E-10	9.15E-07	7	GNAI2	0.1588830707	0.1619093301	0.1264612983	0.5466302564	0.3100173458	0.3558126609	0.6809520353
SNX10	0.1071808185	0.3800092936	0.2322652313	0.0858330787	2.7060107234	1.4361675565	3.57E-06	0.0077995777	7	SNX10	0.0212756286	0.1843882679	0.0337204345	0.187596418	0.0942121124	0.0729207511	0.2322652313
IFITM3.1	0.6716519237	1.7634337994	1.4524156541	0.5384015804	2.697643742	1.4316998347	4.14E-16	9.79E-13	7	IFITM3	0.0488500436	0.0460336822	0.0610791211	3.5571689499	0.228240028	0.0756470344	1.4524156541
RAB24.1	0.1071352617	0.382601817	0.2315858494	0.0858956948	2.696128718	1.430889375	7.65E-06	0.0166207237	7	RAB24	0.0338809102	0.1152026204	0.0464813951	0.2643134998	0.0970229616	0.0276098883	0.2315858494
HAUS4	0.0694863082	0.2795998836	0.1497323129	0.0557909901	2.6838081313	1.4242815352	2.37E-05	0.0507438674	7	HAUS4	0.0541027012	0.0480557536	0.0606783646	0.0979096094	0.0368607051	0.0403638583	0.1497323129
SCIMP.1	0.0852555692	0.330068744	0.1834194397	0.0685022686	2.6775673785	1.4209228795	3.29E-05	0.0702287182	7	SCIMP	0.0208929322	0.0896368929	0.0200210445	0.3096188371	0.0333556156	0	0.1834194397
CTDNEP1	0.0596864734	0.254402836	0.1280708742	0.0480155357	2.6672799206	1.415369238	3.86E-05	0.0820853375	7	CTDNEP1	0.0403009574	0.0576907378	0.044913797	0.0783065195	0.0570795684	0.017656823	0.1280708742
COTL1.1	2.5530295786	4.0647086965	5.4729864054	2.0546902801	2.6636551788	1.4134073317	1.62E-44	3.94E-41	7	COTL1	0.8471421527	0.9324669268	1.3391670238	9.3744351213	0.5810557805	1.2338148162	5.4729864054
